xVal,yVal
0,0
0.088212579,0.023450422
0.194095722,0.049766821
0.323046733,0.079673887
0.482058936,0.114220777
0.679011881,0.155105485
0.918332739,0.205448725
1.184035097,0.272061684
1.385129765,0.37453247
